FINCA;GRUPO;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12
CIRCASIA;COSECHA;38143515.7417545;31219483.7118025;40636019.4995785;21658133.816320002;19530655.86048;25198710.75456;43644006.842624;46370089.590016;41658993.83296;37986659.702784;27826297.922816;21927961.66656;9579897.925771179;4959098.60138455;13644335.33982343;3440313.8151995647;4905203.0450866055;7297939.835203191;10961368.465736635;11646035.150214106;8219646.089754659;7787271.089016315;6988687.030253656;5338619.307290687;18550090.892567232;14062614.945135808;21098773.92607553;9755766.594371654;9498218.35659374;12631448.084240953;21225109.38235978;22550867.686527442;19387827.337959185;17792326.898772784;13532584.651258176;10598520.024535762;66273504.56009291;50241197.25832286;75379128.76547746;34854214.22589122;33934077.262160346;45128098.674004145;75830484.69072041;80566992.42675754;69266467.26067384;63566257.6905731;48347569.60432783;37865100.99838645
CIENAGA;COSECHA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25552537.707201444;19724023.60327383;24359572.987039164;20970662.754818123;22132803.20505886;22364689.14648665;25794038.685015075;25920005.537398215;23427618.725305613;24312355.04413512;21253157.35883551;18363328.165025655
CIENAGA;COSECHA;14706686.039104;12256352.698911998;13131965.029504001;13031004.435136;12738468.156544;12488036.26736;14845681.198784001;14918181.040896;14090093.844768;14528858.40992;12232190.641792;10634339.94512;3693643.554905824;1946875.9345393095;4409313.134994568;2069926.4749368196;3199317.6899735057;3616730.1663453723;3728552.7502439204;3746761.378199712;2780085.9819084695;2978418.211477795;3072164.048807491;2589054.7153723002;7152208.113191618;5520794.969822523;6818294.822540593;5869731.844745304;6195017.358541355;6259922.7127812775;7219804.735987153;7255063.118302503;6557438.898629144;6805078.422737323;5948802.668236022;5139933.504533356;12596208.961297577;7245371.32044012;9400978.683562215;13506196.494307231;25301642.385440312;22896678.24423528;22703175.475836016;19698953.22829296;17566099.876875225;21931549.236471582;22111369.52447447;21921804.965059716
MARIA;COSECHA;6400.361863;6400.361863;6400.361863;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1607.4767137529293;1016.6736213885248;2149.0462065531506;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3112.6468547838635;2883.0016927818197;3323.1549166353093;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;115677550.79427044;81854408.6717608;148409721.39050627;130436984.29064687;134008222.63465305;118174588.5508248;135427233.50516644;151537334.77499893;156155190.29240164;166885166.80329376;145425642.68041858;106487878.60357378
MARIA;COSECHA;7243309.729536;4495816.230656001;5061558.891008;8392643.974912;14562283.993088;12785089.3184;13066744.197376;11337673.140224;10564795.280896;13106108.93056;12726132.066304;12695080.33152;1819186.472571035;714143.6478367979;1699517.0221309273;1333140.207638033;3657376.3982422478;3702761.3651423645;3281765.5425505633;2847502.368016052;2084516.9369157832;2686754.349105575;3196219.4311212697;3090766.11844019;3522592.2737590047;2025111.4047701508;2628030.207437101;3780412.311757198;7081981.994110067;6408827.560692917;6354665.735909455;5513777.720052908;4916787.65906344;6138685.956806009;6189018.0270492025;6135958.515099525;81789047.21240193;85011417.04765952;89701775.42205466;33386271.527770177;29653480.830492496;33388391.788277026;48114292.58452721;58102670.84751428;73279871.3583302;99355435.3661507;77162821.20299856;60487317.117103785
REMANSO;COSECHA;66577865.603712;50863683.94304;80005970.235008;81052513.250048;77128028.516352;65986544.1472;77944735.944704;87216856.16025601;93916556.83686401;99729168.762112;83699290.201344;61667922.6624;16721299.654637847;8079506.574538165;26863563.422733963;12874889.56600073;19371015.6506049;19110732.839063995;19576135.017466683;21904865.431879763;18530472.969718874;20444494.95452495;21021414.5444028;15013778.64355073;32378385.535920586;22911218.154182635;41540187.7327643;36509581.47459814;37509178.467696145;33077311.564560812;37906362.54299574;42415613.182863176;43708160.485818766;46711503.08665679;40704937.93467178;29806177.29762305;259151612.2357269;166934540.12945205;187494817.22542897;98667110.23849393;108735526.4777031;120578210.8601417;131237812.64879511;148180012.00737903;152011968.96472377;161115791.47986624;126535052.06482914;105698349.15920043
PIEDECUESTA;COSECHA;47073439.537524;52825424.047732;48357193.229684;20745965.801728003;17066971.489792;18643471.62752;27692036.037376;33440817.032704;44072779.076608;59373970.562304005;44410829.105408;35028655.30752;11822684.328251127;8391121.67680138;16236869.866776483;3295419.3266439843;4286438.771958195;5399440.296061068;6954966.61584443;8398796.164901154;8695904.84240272;12171673.108863788;11153958.97192949;8528136.740513258;22892923.346626792;23794871.323126126;25107712.325594187;9344886.39939819;8300070.5687423;9345479.86469596;13467289.931306781;16263057.649909124;20511187.43931947;27809791.69498292;21598033.125661083;16930525.069070525;127855976.04176734;118771314.8195959;145257005.19498518;134837284.25747347;135686211.1860753;128048211.25105157;113504453.11314762;104144666.42561188;107949891.57753205;114039060.35807955;94084750.59295683;79910940.18413047
NAUTICA;COSECHA;20594412.98;20594412.98;20594412.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5996146.458177787;4095122.2451014104;7738751.959371916;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10335750.453619706;9596822.341996918;11013101.211933864;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;71861256.49229456;57250138.03684701;68561539.87098083;68998833.27515061;63053335.7981663;71272724.47851856;75799518.7608615;77775338.92754242;69647240.01045509;80664623.03295124;53749924.214603364;53604721.19589907
NAUTICA;COSECHA;123938721.86218241;79676339.1208704;77543125.2225152;59265298.50300161;60643599.223462395;65303174.979648;73193495.9166208;82642440.3522432;88469094.8787968;93188059.53311999;70570688.6581632;59303025.154624;36085259.08685584;15843343.000792835;29138340.230155047;11784683.66628905;17656628.67147754;21524945.464034364;21310581.745073665;24061680.05344487;20994409.81244233;22831088.93657557;20546940.82612364;16810137.630139038;62201321.39489116;37128500.440690495;41467085.62145293;27617128.069203276;30435298.58276315;33750090.41645934;36733734.98710064;41475891.601690955;42548464.27348465;45096643.01017067;35417422.580542296;29585186.37443739;821881.3118966399;5549363.166120459;10450672.526600448;9128200.060508912;2948881.300223677;2710494.4563474436;2319692.6248960593;6975630.105728532;9467622.414683878;11789810.780677427;6776366.868524837;5241283.591739051
LAS LINAS;COSECHA;73587121.53820801;73803558.25070399;78306377.272128;83786824.94319999;78093789.76816;71499795.75392;65327145.785008;59940148.775791995;64924400.58438401;68148781.06769599;54150194.54792;46277019.91792;18481702.57194347;11723420.088459173;26292891.96887812;13309224.78494393;19613570.48680889;20707456.533148177;16407176.32426515;15054210.283480622;12810093.242599547;13970510.613789963;13600039.910895305;11266682.958245102;35787151.931615874;33244336.480432723;40657735.953979075;37741234.529329546;37978850.9311064;35840958.963983394;31770131.003874473;29150307.366339266;30215397.750548504;31919768.676593594;26334516.134141512;22367237.307965375;34026948.87511625;12212509.3716365;12049918.946294218;23035719.32183077;29994307.75475443;31316054.107387915;43919939.33063909;41533028.70861166;25750512.587670084;23247790.424397115;24125426.688794196;26890337.67425888
DON ALI;COSECHA;4261989.811;4261989.811;4261989.811;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1070415.9424235271;677001.1927793346;1431046.1239147172;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2072706.1163557249;1919785.803169027;2212883.0679013506;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;194955249.51486883;190504394.29492548;196158497.92671388;118113911.59427583;126976152.8458477;159008275.5156788;226818450.10528773;263498209.02326462;220737784.2620361;172027178.0942416;127992137.71270473;124722854.95537253
DON ALI;COSECHA;37097539.7088352;31312794.41936;32698746.0949088;42875330.7866304;36290157.3193056;39797395.006544;43626184.4950528;44763361.8350912;41888002.3310432;48204498.6842208;30935606.831216;31042892.809936;9317196.823544227;4973920.659417741;10979241.136433288;6810586.456223067;9114419.477818543;11525946.592446826;10956892.311213134;11242498.989811523;8264831.261853099;9881929.65375806;7769602.51176907;7557756.139368437;18041408.090135884;14104646.151120909;16977633.63682267;19312916.03229714;17648759.001042154;19949382.879527733;21216441.95459557;21769478.10263969;19494406.41755879;22578194.69497238;15044714.871618297;15004072.246594634;84787726.6762179;67446830.06187911;92542255.60918663;69108383.49062976;57449584.040227994;66560805.15761111;98614451.72632475;110149903.66428597;100634798.4029124;87050581.96545066;69559497.10367487;61709726.22117155
DR4 DON ALI;COSECHA;115633.0336;115633.0336;115633.0336;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29041.70308356361;18367.87630741074;38826.04414085969;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56235.07014890118;52086.15368101055;60038.24351787216;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55958135.38909491;54357750.61753299;72763975.39441183;42889902.25947967;39252754.974361256;52425872.56551393;76439803.61889479;67972827.31348741;58812032.911368005;48193854.22376416;38067949.33223654;28922813.975080386
DR4 DON ALI;COSECHA;357398.2775744;3332697.4686527997;5518204.0713088;5672191.5212704;1697219.7417696;1513490.88072;1335092.096624;4014802.876544;5694120.6818272;7045491.528947201;3900117.5211296;3035266.317872;89762.01987225885;529386.5685993342;1852844.539148259;901006.4772238119;426263.58812431287;438330.5755682148;335313.7684988196;1008333.9461884355;1123494.652430652;1444326.8484398713;979530.2563060145;738971.1644777164;173811.20761751628;1501192.0652799043;2865126.5948846587;2555002.0620147004;825397.970329764;758673.0000592291;649286.75977324;1952493.2829960973;2650007.0804260266;3299992.403290354;1896719.091089223;1467046.1093893347;53424172.85645259;46558789.56320421;68136600.28506747;48701230.659110576;38102903.231086716;43606021.56454837;52767073.3797986;64661259.8695378;58094295.34958855;50095998.59701135;38331379.211206615;36001500.98460641
DON CARLOS;COSECHA;19584107.837318398;7588757.0005088;6495972.4168928005;14314214.298275199;17263133.3984928;17486315.901024;25277988.6676448;23904209.4554272;15487153.993984;13892683.5679392;13885316.5950528;15572394.58432;4918627.724801748;1205445.7586447252;2181149.312994301;2273759.5778901116;4335705.627037863;5064309.941409871;6348668.875841254;6003638.682119904;3055736.902300356;2848002.2709008055;3487353.3039852884;3791282.0011620214;9524213.3129961;3418306.612482975;3372797.216407116;6447745.445665456;8395468.729223767;8765428.264954045;12293281.78715303;11625180.57106456;7207621.691385728;6507104.58555711;6752756.789756105;7526661.088776861;27453023.14837239;27169209.06715466;32689566.104763947;27011884.315482777;25850405.003150173;22653775.914337113;37824679.94960603;38697148.46786324;33613456.57853815;26830117.50122339;24195232.46653522;18933026.331036236
EVA NORTE;COSECHA;108729762.9493168;114428199.6982768;102672235.7924464;70946196.8742336;70816697.8498944;86116265.659776;126500396.2388736;146957303.6682144;128466673.4613856;99499116.5441664;71383329.392304;69976898.065216;31657109.31601685;22753620.921673864;38581093.16752615;14107386.761019403;20618567.395189278;28385264.919671524;36831100.92054727;42787212.08267823;30486148.79110674;24377298.876184717;20783544.455686737;19835772.025784597;54568377.24953519;53322573.67497482;54905168.96674132;33060327.95902284;35540887.60076403;44506744.936231256;63486952.94586688;73753693.27237198;61784962.00954377;48150762.67389048;35825263.864714;34910184.86437193;0.0;0.0;4155132.217448659;17167972.12158194;26308654.228891;22354896.371814635;27441152.280972783;25244545.400697473;34209022.816838525;54312635.96187142;78089340.9603289;94003202.04484232
DON PEDRO;COSECHA;48799320.4622128;41910928.2309296;49888463.3592656;42943404.42648;33064934.88976;37166344.82816;56757250.3786464;63396444.9633376;60524877.503436804;52020693.90568;40034758.8432832;35736561.513183996;12256146.28814213;6657394.705542723;16751023.64958198;6821399.700134646;8304391.84764044;10763953.405879835;14254812.504859572;15922273.02059411;11942032.846467707;10664250.26185126;10054891.263777269;8700484.804358702;23732259.92586296;18878507.12540679;25902768.600339055;19343579.364015114;16080257.302827552;18630506.92357128;27602388.84281877;30831185.680354252;28167888.05300788;24365637.7979194;19469846.996614404;17272679.90362885;79518737.8298192;58399235.254482456;82233071.57771379;69822858.34159915;78915548.80745459;85333224.53686813;98381664.93613423;90925098.91503929;75291608.0391505;84361352.9106888;89994047.40483359;89887197.73865956
LA VELA;COSECHA;32206536.1151648;33777477.50096;39226220.4594272;26651446.9809696;22591804.7824704;29273655.164976;43994698.5147008;39121555.8291872;35371373.9599008;28800240.987526402;21909893.4672128;16749416.729712;8088801.530903401;5365426.378591373;13170967.842158332;4233482.996332676;5674022.951641544;8478107.321892245;11049446.094570313;9825536.641099693;6979049.393860274;5904053.837680024;5502758.172620529;4077841.8395112916;15662797.74302671;15214846.737981617;20366787.092826296;12004972.282177394;10986927.240249312;14674110.078645684;21395659.00962368;19025734.843200516;16461609.55760693;13489559.398557737;10655297.692403214;8095555.405857094;65039081.6212923;47436206.41039344;65012291.71049084;60669662.26502085;54126308.848197386;52216809.745776325;65320461.7985346;69438783.94679971;67177632.55436215;71348053.8628968;61790821.762479596;52770784.95736122
ESPERANZA;COSECHA;30748121.619139202;28931264.614099205;36731655.8729856;30262560.6131424;21930011.0783136;24348810.538192;30369929.9964384;37215593.1708576;34939704.4112384;29936946.4290176;22061509.73984;20848737.035264;7722514.844065665;4595623.528195177;12333369.1756696;4807094.934571705;5507810.791843174;7051795.470700042;7627530.491642971;9346846.426994925;6893877.607619921;6137078.628238358;5540837.211414128;5075869.420130548;14953536.39324773;13031901.420909826;19071575.236412276;13631575.111396471;10665081.360929938;12205415.555656334;14769612.891717229;18098820.271685276;16260713.330730228;14021973.539755391;10729032.25995248;10076894.52921186;81320351.68071173;56001040.455667295;90863798.42322254;68074959.14021106;65723232.55569409;68600793.15661994;108292552.93961976;100592589.1609328;87684077.63085152;84210315.39399104;73454939.18041152;69036416.32572962
LINA MARGARITA;COSECHA;15800504.7050016;16882732.2241824;17622568.307984002;16784971.864352;14878122.663248;12649457.068592;21769880.507472;22272027.132752;20216171.4851136;16033452.028368;13925493.0999744;10964256.39104;3968360.5274981414;2681759.0749856425;5917120.685149109;2666230.206277205;3736700.5549778044;3663480.1491923416;5467593.352689322;5593709.504292172;3988809.128797357;3286860.1349670524;3497443.7953487225;2669376.7414121036;7684157.915872649;7604717.767986618;9149877.111630838;7560682.244853571;7235581.78492437;6340838.696552773;10587206.089444704;10831411.83081907;9408475.96462719;7509805.337888335;6772295.571212098;5299393.198584133;37964591.24905248;28872477.002808873;45739506.88120287;38887995.09129274;36625658.32697813;33655787.90244012;39973225.28797111;42711285.77336643;43815625.278594166;48778087.18111129;38386498.25800754;31100994.731950626
DON MARCE;COSECHA;0.0;0.0;2239983.88648;10668042.4683872;15141866.6235488;12482568.159824;15793672.4630592;14529421.9956608;20574363.4245856;32456773.3700448;44944084.758377604;54437953.59376;0.0;0.0;752118.2359716881;1694578.7756409848;3802940.915077974;3615146.5170785966;3966644.5823593796;3649122.9749573846;4059483.2066799877;6653643.539202283;11287888.28139262;13253557.924092898;0.0;0.0;1163030.094996971;4805350.877553755;7363846.690264227;6257181.694912039;7680835.2355542015;7066000.430079289;9575176.185572935;15202219.052624341;21857367.920558684;26311690.52698942;42205985.65040835;38259549.49507562;54040349.68207192;47660847.7881655;72207239.48025337;72259528.62334694;88687659.44617163;87568735.77619751;82603125.19434124;93619279.04408315;82533578.57529537;72254181.75954258
ENANO;EMPAQUE;45766769.81712805;36288824.178189956;44330901.07128735;43387373.46363579;45419606.19385901;47648522.894609034;56623270.64338051;52331666.550719745;45282699.68168864;50413633.29400539;51795802.661045484;52054344.881103516;11494508.954254692;5764344.435968939;14884963.8222921;6891922.526570273;11407317.409118291;13799755.737830024;14221162.953605333;13143309.264819464;8934631.663562674;10334802.588970631;13008724.886181114;12673240.442335349;22257459.058436472;16346066.640323563;23017206.68413433;19543562.351393096;22088625.204477277;23884945.904429063;27537231.339148395;25450123.09950009;21074276.693899184;23612917.027712777;25189519.85760698;25159612.41522069;46485103.37628082;32079626.70386558;53533848.190527655;60425610.02902096;56263740.72199204;50835477.421259806;61962563.78755269;65935540.58380637;61970967.20812315;71757354.13245048;67267728.27651864;63905894.459745996
EVA;EMPAQUE;37433047.34098614;29476484.52254292;35047377.13113123;37699649.615129516;31152233.872320037;29156918.283102106;37594994.85366562;39965282.74978147;40402704.09292129;42636995.49120537;35563521.17241622;30559954.130549073;9401460.919467738;4682229.678071642;11767839.76992071;5988448.797069558;7824009.267449087;8444298.49933926;9442134.690897351;10037442.062488794;7971770.274733459;8740590.641794408;8931921.876823787;7440179.056864491;18204573.36083842;13277492.20977888;18197074.809438888;16981563.85282178;15150065.70842826;14615592.963334959;18283332.253971625;19436059.13452945;18803158.1867074;19970467.729897015;17295378.71323959;14770651.769947654;61706274.14608596;44465419.6736064;66436188.540053256;56692560.61218704;60340613.77592825;57539109.562445596;72507525.26709108;73271224.66637938;68221560.79410696;75344369.74251089;66788085.48394829;57048928.8337951
SAMI;EMPAQUE;46803683.23732858;34798604.84535078;48983626.43616651;42301242.685998544;37826808.348636314;38305437.079777695;62327452.35347756;57895761.415253945;52735913.837290935;50323374.547343284;42276768.78619135;39979502.25596348;11754933.94472062;5527628.650485109;16447207.021904014;6719394.701638136;9500355.585758507;11093852.296343813;15653791.21217359;14540754.146734102;10405209.249661986;10316299.532005053;10617981.109690782;9733478.463939752;22761734.498662528;15674806.95983141;25432964.96515201;19054321.752574377;18396068.621299267;19201503.78049843;30311309.373968605;28156073.598944753;24542954.5438986;23570641.3146427;20560189.284529384;19323435.605826385;32403197.934236396;19871185.100477584;27788125.389375433;17868527.183594007;21340884.727086544;22368695.516872916;28145561.128426023;26844912.69861156;25147526.943108212;27890705.37077015;25569511.969614215;22070288.753912706
VEGA;EMPAQUE;21850406.03405021;17941129.485310234;24657640.967282034;24164693.43067158;21079787.22749551;18792780.761644248;23006469.29932458;24582351.756722815;26352071.001382895;29149373.677481625;22093233.341048017;18010817.40949692;5487817.663690465;2849881.5342108095;8279283.40889919;3838471.465485071;5294273.640206749;5442682.5511231795;5778167.618635461;6173956.8580726255;5199470.208809496;5975626.09288728;5548804.721893975;4384944.621143699;10626367.551311802;8081465.983287829;12802582.505021641;10884830.195136089;10251597.459275868;9420324.5896727;11188588.370011067;11954977.158570988;12264084.06840178;13653087.41074239;10744460.195065552;8705232.701310009;69630496.0550659;53214153.126659535;89842850.56805207;90066247.07580665;71982410.89733696;68197095.55695912;84722714.78503597;96197201.76427591;94857185.87899916;105443062.66957831;87442348.605566;74243198.02076757
FEDERICA;EMPAQUE;24291527.794382244;23774182.29388524;29132529.645930905;29616074.902889393;41558658.98545173;40348408.520243295;51043915.01006307;50399921.865249366;49680072.034047715;55946091.9027008;47501952.31875177;41842934.15563382;6100915.246165279;3776440.227232079;9781814.475961452;4704403.089596743;10437624.934943868;11685528.704029009;12819885.268018322;12658143.790542027;9802267.704082362;11468957.455751816;11930307.042734066;10187152.803063225;11813542.609860824;10708926.9739583;15126005.56017956;13340369.795679362;20210955.559857767;20225591.399074644;24823859.168090235;24510670.120406114;23120785.456211165;26204229.685630526;23101319.213809546;20224094.80084554;105358514.03769602;75872188.34403135;112604562.68230994;92685950.76080951;116234970.78308609;122486239.55195731;135708508.28319672;132384331.45084308;127274671.50824262;136489760.76618147;122929011.43376513;117344129.8642316
